nohup: ignoring input
[2026-08-21 17:30:34] [DAEMON] Starting live quote daemon for 69 symbols...
[2026-08-21 17:30:34] [REST] Fetching initial quote snapshot to populate baseline...
[2026-08-21 17:30:36] [REST] Initial baseline Parquet file created successfully.
[2026-08-21 17:30:36] [DAEMON] Background daemon running. Parquet updates will write to 'live_quotes_cache.parquet'.
[2026-08-21 17:30:36] [WS BATCH 1] Subscribed to 50 clean symbols. Listening...
[2026-08-21 17:34:28] [WS BATCH 1] Updated & Saved -> Symbol: BX | Bid: 142.53 (3000.0 shs) | Ask: 145.95 (2000.0 shs)
[2026-08-21 17:34:32] [WS BATCH 1] Updated & Saved -> Symbol: BX | Bid: 142.24 (3000.0 shs) | Ask: 145.95 (2000.0 shs)
[2026-08-21 17:34:32] [WS BATCH 1] Updated & Saved -> Symbol: BX | Bid: 141.79 (100.0 shs) | Ask: 145.95 (2000.0 shs)
[2026-08-21 17:34:32] [WS BATCH 1] Updated & Saved -> Symbol: COST | Bid: 947 (2500.0 shs) | Ask: 948 (300.0 shs)
[2026-08-21 17:34:32] [WS BATCH 1] Updated & Saved -> Symbol: BX | Bid: 142.53 (3000.0 shs) | Ask: 145.95 (2000.0 shs)
[2026-08-21 17:34:34] [WS BATCH 1] Updated & Saved -> Symbol: BX | Bid: 141.79 (100.0 shs) | Ask: 145.95 (2000.0 shs)
[2026-08-21 17:34:35] [WS BATCH 1] Updated & Saved -> Symbol: BX | Bid: 142.53 (3000.0 shs) | Ask: 145.95 (2000.0 shs)
[2026-08-21 17:34:36] [WS BATCH 1] Updated & Saved -> Symbol: BX | Bid: 142.24 (3000.0 shs) | Ask: 145.95 (2000.0 shs)
[2026-08-21 17:34:36] [WS BATCH 1] Updated & Saved -> Symbol: BX | Bid: 141.79 (100.0 shs) | Ask: 145.95 (2000.0 shs)
[2026-08-21 17:34:37] [WS BATCH 1] Updated & Saved -> Symbol: BX | Bid: 142.16 (3000.0 shs) | Ask: 145.95 (2000.0 shs)
[2026-08-21 17:34:37] [WS BATCH 1] Updated & Saved -> Symbol: BX | Bid: 142.53 (3000.0 shs) | Ask: 145.95 (2000.0 shs)
[2026-08-21 17:34:41] [WS BATCH 1] Updated & Saved -> Symbol: BX | Bid: 142.24 (3000.0 shs) | Ask: 145.95 (2000.0 shs)
[2026-08-21 17:34:41] [WS BATCH 1] Updated & Saved -> Symbol: BX | Bid: 141.79 (100.0 shs) | Ask: 145.95 (2000.0 shs)
[2026-08-21 17:34:41] [WS BATCH 1] Updated & Saved -> Symbol: BX | Bid: 142.53 (3000.0 shs) | Ask: 145.95 (2000.0 shs)
[2026-08-21 17:34:41] [WS BATCH 1] Updated & Saved -> Symbol: META | Bid: 551.4 (100.0 shs) | Ask: 551.8 (1800.0 shs)
[2026-08-21 17:34:45] [WS BATCH 1] Updated & Saved -> Symbol: MPWR | Bid: 1315 (10000.0 shs) | Ask: 1340 (3000.0 shs)
[2026-08-21 17:34:49] [WS BATCH 1] Updated & Saved -> Symbol: PGR | Bid: 218.38 (100.0 shs) | Ask: 220.44 (100.0 shs)
[2026-08-21 17:34:49] [WS BATCH 1] Updated & Saved -> Symbol: PGR | Bid: 218.38 (100.0 shs) | Ask: 220 (100.0 shs)
[2026-08-21 17:34:49] [WS BATCH 1] Updated & Saved -> Symbol: PGR | Bid: 218.38 (100.0 shs) | Ask: 220.44 (100.0 shs)
[2026-08-21 17:34:49] [WS BATCH 1] Updated & Saved -> Symbol: PGR | Bid: 218.38 (100.0 shs) | Ask: 221 (100.0 shs)
