,Code,Exchange,Name,Sector,Industry,Country,Region,Assets_%
IOT.US,IOT,US,Samsara Inc,Technology,Software - Infrastructure,United States,North America,0.09
NTNX.US,NTNX,US,Nutanix Inc,Technology,Software - Infrastructure,United States,North America,0.09
RBRK.US,RBRK,US,"Rubrik, Inc.",Technology,Software - Infrastructure,United States,North America,0.09
PCOR.US,PCOR,US,Procore Technologies Inc,Technology,Software - Application,United States,North America,0.09
ENPH.US,ENPH,US,Enphase Energy Inc,Technology,Solar,United States,North America,0.09
NOVT.US,NOVT,US,Novanta Inc,Technology,Scientific & Technical Instruments,United States,North America,0.09
ALGM.US,ALGM,US,Allegro Microsystems Inc,Technology,Semiconductors,United States,North America,0.09
KD.US,KD,US,Kyndryl Holdings Inc,Technology,Information Technology Services,United States,North America,0.09
QLYS.US,QLYS,US,Qualys Inc,Technology,Software - Infrastructure,United States,North America,0.09
DBX.US,DBX,US,Dropbox Inc,Technology,Software - Infrastructure,United States,North America,0.09
ESTC.US,ESTC,US,Elastic NV,Technology,Software - Application,United States,North America,0.09
VSAT.US,VSAT,US,ViaSat Inc,Technology,Communication Equipment,United States,North America,0.09
BDC.US,BDC,US,Belden Inc,Technology,Communication Equipment,United States,North America,0.09
SLAB.US,SLAB,US,Silicon Laboratories Inc,Technology,Semiconductors,United States,North America,0.09
RIOT.US,RIOT,US,Riot Blockchain Inc,Financial Services,Capital Markets,United States,North America,0.09
QBTS.US,QBTS,US,D-Wave Quantum Inc.,Technology,Computer Hardware,United States,North America,0.09
OLED.US,OLED,US,Universal Display,Technology,Electronic Components,United States,North America,0.09
ACIW.US,ACIW,US,ACI Worldwide Inc,Technology,Software - Infrastructure,United States,North America,0.08
CORZ.US,CORZ,US,"Core Scientific, Inc. Common Stock",Technology,Software - Infrastructure,United States,North America,0.08
