,Code,Exchange,Name,Sector,Industry,Country,Region,Assets_%
NVDA.US,NVDA,US,NVIDIA Corporation,Technology,Semiconductors,United States,North America,4.86232
META.US,META,US,Meta Platforms Inc.,Communication Services,Internet Content & Information,United States,North America,4.74195
AAPL.US,AAPL,US,Apple Inc,Technology,Consumer Electronics,United States,North America,4.57919
TSLA.US,TSLA,US,Tesla Inc,Consumer Cyclical,Auto Manufacturers,United States,North America,4.43489
AMZN.US,AMZN,US,Amazon.com Inc,Consumer Cyclical,Internet Retail,United States,North America,4.30717
MSFT.US,MSFT,US,Microsoft Corporation,Technology,Software - Infrastructure,United States,North America,3.98864
FGXXX.US,FGXXX,US,First American Funds Inc. - Government Obligations Fund,,,United States,North America,3.8362
GOOGL.US,GOOGL,US,Alphabet Inc Class A,Communication Services,Internet Content & Information,United States,North America,2.99135
